ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique
10063,Earle & Hodson,2019,1,1.775,NA,NA,NA,2,0,1,100631,0,3,US,NA,310,2,0,MTurkers,0,NA,37.25,11.73,NA,47.4,NA,NA,NA,NA,NA,4,100,NA,2,1,Terrorist threat perception,10,1,0,NA,1,0,NA,-99,-99,NA,NA,1,Right-wing adherence,0,NA,1,NA,2,NA,NA,NA,7,NA,NA,NA,NA,1,Table 6 on p. 771,r,0.61,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,0,0.61,0.001276,0.035721,0.708921,0.003257,0.05707,310,1,454
10064,Echebarria-Echabe & Fernandez Guede,2006,1,1.616,SJT,MSC,RWA,1,0,1,100641,0,2,Spain,2004,206,0,0,Adults,0,NA,34.79,14.78,NA,51,55.8252427184466,NA,NA,NA,NA,1,NA,NA,4,1,Terrorist attack,1,1,1,11/03 Madrid,1,2,193,2,0,NA,NA,1,RWA,0,NA,1,0.94,3,NA,NA,NA,5,NA,NA,NA,NA,1,Table 2 on p. 263,f,5.73,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,0,0.164508,0.004533,0.067328,0.166016,0.004926,0.070185,206,0.659273265359057,463
10065,Echebarria-Echabe,2009,1,1.863,TMT,NA,NA,1,0,1,100651,0,1,Spain,NA,120,0,1,University students,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,1,Imaginary attack,5,1,1,Foreign terrorist group,6,3,NA,-99,0,NA,NA,1,Outgroup evaluation,0,NA,2,NA,2,1,5,0,99,NA,NA,NA,NA,1,Table 1 on p. 864,"m, sd",NA,NA,NA,2.07,0.86,30,1.6,0.71,30,NA,NA,0,0.29912,0.0132,0.114891,0.308553,0.017544,0.132454,60,0.65042297083399,468
10066,Ellis et al.,2015,1,0.576,NA,NA,NA,0,0,1,100661,0,3,US,NA,79,0,0,Somali refugee males in the US,0,NA,20.76,2.16,18-25,0,NA,NA,NA,NA,NA,4,NA,NA,1,1,"Exposure to violence (""stress"")",6,0,1,Somali war,6,2,NA,2,1,NA,NA,1,Activism (legal political action),0,NA,1,NA,2,NA,NA,NA,3,NA,NA,NA,NA,1,Table 2 on p. 870,r,-0.243,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.243,0.01165,0.107935,-0.24796,0.013514,0.11625,77,0.573426954779134,470
10067,Elsayed & de Grip,2018,1,1.296,Taste-based discrimination (Becker 1957),NA,NA,0,0,1,100671,0,4,Netherlands,NA,140,0,0,Muslim immigrants,0,NA,41.63,NA,NA,41,NA,NA,NA,NA,NA,4,NA,100,1,1,Wave of terrorist attacks,1,0,0,NA,1,2,NA,2,-99,NA,Muslim immigrants,1,Perceived integration,0,NA,2,NA,2,5,5,0,99,NA,NA,NA,NA,1,Table 7 on p. 62,"m, sd",NA,NA,NA,-0.004,0.51,140,-0.51,0.7,140,NA,NA,0,0.38182,0.002416,0.049153,0.402189,0.00361,0.060083,280,0.999998955850845,476
10068,Eshel & Kimhi,2016,1,0.797,Reslience,NA,NA,1,0,1,100681,0,3,Israel,2014,510,1,0,Jewish Israeli civilians,0,NA,42.16,15.2,18-85,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Exposure to war and terrorism (sense of danger),11,0,1,Israeli-Palestinian conflict,6,2,NA,2,1,NA,NA,1,Patriotism,0,NA,1,0.82,3,NA,NA,NA,1,NA,NA,NA,NA,1,Table 2 on p. 838,r,-0.377,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.377,0.001446,0.038026,-0.396558,0.001972,0.044407,510,0.999999999998495,478
10069,Falk & Kenski,2006,1,0.483,Issue saliency,Gender stereotypes,NA,2,0,1,100691,0,3,US,2003,702,1,0,Adults in the United States,1,54.8,45.21,17.24,NA,52.4,34,NA,NA,NA,NA,3,78.5,NA,2,1,Terrorism is most important problem in US,10,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Preference for male president,0,NA,2,NA,1,4,4,0,99,NA,NA,NA,NA,1,Table 2 on p. 9,proportions,NA,NA,NA,0.262,NA,488,0.423,NA,189,NA,NA,0,0.176524,0.001795,0.042367,0.178393,0.001484,0.038523,677,0.996258677362278,481
10070,Feinstein,2018,1,1.766,Rally-around-the-flag,NA,NA,1,0,1,100701,0,4,Israel,2014,758,1,0,Israeli adults,1,75,43.72,14.76,NA,49.08,13.46,NA,NA,NA,NA,2,NA,NA,2,1,Change in personal threat,9,1,1,2014 Israel–Gaza conflict (focus on Hamas),1,2,2251,2,1,NA,NA,1,Change in ethno-nationalism,30,2,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,Mail correspondence,r,0.121,NA,758,NA,NA,NA,NA,NA,NA,NA,NA,0,0.121,0.001283,0.035819,0.121596,0.001325,0.036401,758,0.916693632085276,483
10071,"Ferrin, Mancosu, & Cappiali",2019,1,3.066,Dis/confirmation,Ractive-liberal hypothesis,Intergroup Competition Theory,1,0,1,100711,0,2,EU,2015,26064,1,0,Eurobarometer respondents,0,NA,51.1,18.1,15-98,50,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,1,1,November 2015 Paris attacks,1,2,130,2,0,NA,NA,1,Non-EU immigrant attitudes,0,0,2,NA,1,1,2,1,99,NA,NA,NA,NA,1,Table 4 on p. 14,logit,-0.15,NA,26064,NA,NA,NA,NA,NA,NA,NA,1,0,0.058843,3.8e-5,0.006164,0.058911,3.8e-5,0.006164,26064,0.999999999999978,503
10072,"Ferwerda, Flynn, & Horiuchi",2017,1,11.511,NIMBYism,Perceived threat,Intergroup contact,1,0,1,100721,1,3,US,2017,2288,2,0,MTurkers,0,NA,37.58,13.46,18-98,50.74,43.6,NA,NA,NA,NA,3,83.5,NA,2,1,Threat of future ISIS attacks by refugees,2,1,1,ISIS Attacks,1,2,NA,2,0,NA,NA,1,Support for local resettlement of refugees,0,0,3,NA,1,4,2,1,10,NA,NA,NA,NA,1,Replication data,"m, sd",NA,NA,NA,5.21,3.36,761,4.82,3.37,765,NA,NA,0,0.057852,6.5e-4,0.025495,0.057917,6.57e-4,0.025632,1526,0.618274767122325,505
10073,Finseraas & Listhaug,2013,1,0.878,Appraisal-tendency theory,NA,NA,1,0,1,100731,0,2,EU,2008,5276,1,0,EU population,0,NA,NA,NA,NA,48.5,NA,5.04,2.05,0-10,NA,3,NA,NA,3,1,Terrorist attack,1,1,1,2008 Mumbai attacks,1,1,175,2,0,NA,NA,1,Imprisonment,20,2,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,1,Table 1 on p. 217,"m, sd",NA,NA,NA,0.8,0.4,2945,0.79,0.41,2471,NA,NA,0,-0.01231,1.85e-4,0.013601,-0.01231,1.85e-4,0.013601,5416,0.147981116787619,507
10074,"Finseraas, Jakobsson, & Kotsadam",2011,1,0,NA,NA,NA,0,0,1,100741,0,2,EU,2004,19559,1,0,ESS participants,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,Theo van Gogh,1,1,1,0,0,NA,NA,1,Immigration policy preference,27,2,3,NA,2,4,2,1,10,NA,NA,NA,NA,1,Text on p. 400,t-test,1.87,NA,NA,NA,NA,10376,NA,NA,9183,NA,NA,0,0.013371,5.1e-5,0.007141,0.013371,5.1e-5,0.007141,19559,0.464217977356867,511
10075,Fischer et al.,2010,1,1.462,Authoritarianism & Threat,NA,NA,2,0,1,100751,0,1,Germany,NA,80,0,1,University students,0,NA,27.43,12.82,19-67,62.5,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism salience,4,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Authoritarian parenting,0,NA,1,0.79,3,NA,NA,NA,5,NA,NA,NA,NA,1,Text on p. 249,d,0.5,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,0,0.242536,0.010747,0.103668,0.247466,0.012987,0.113961,80,0.588373187351582,528
10075,Fischer et al.,2010,1,1.462,Authoritarianism & Threat,NA,NA,2,0,2,100752,0,1,UK,NA,80,0,0,Citizens of Exeter,0,NA,38.54,8.04,NA,78.75,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism salience,4,1,1,7/07 London Bombings,1,2,56 ,1,0,NA,NA,1,Authoritarian parenting,0,NA,1,0.76,3,NA,NA,NA,5,NA,NA,NA,NA,2,Text on p. 250,d,0.74,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,0,0.347009,0.009089,0.095336,0.362039,0.012987,0.113961,80,0.891489889228616,529
10075,Fischer et al.,2010,1,1.462,Authoritarianism & Threat,NA,NA,2,0,3,100753,0,1,UK,NA,22,0,0,Parents,0,NA,41.47,4.82,32-55,72.72,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism salience,4,1,1,9/11 Attacks,1,1,2996,2,0,NA,NA,1,Authoritarian parenting (behavior),0,NA,1,NA,3,NA,NA,NA,5,NA,NA,NA,NA,3,Text on p. 251,d,0.83,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,0,0.383303,0.030649,0.175069,0.403926,0.052632,0.229417,22,0.434407934809857,530
10076,"Fischer, Haslam, & Smith",2010,1,1.14,NA,NA,NA,2,0,1,100761,0,3,UK,NA,80,0,1,University students,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,4,NA,NA,4,1,Fear of terrorist threat,11,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Retaliatory action,0,NA,1,0.78,3,NA,NA,NA,8,NA,NA,NA,NA,2,Text on p. 146,r,0.26,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,0,0.26,0.011005,0.104905,0.266108,0.012987,0.113961,80,0.65095113437397,531
10077,"Fischer, Oswald & Seiler",2013,1,0.638,Retributive motivation,NA,NA,1,0,1,100771,0,1,Switzerland,2010,219,0,0,Swiss participants,0,NA,28.19,8.49,17-87,34.24,38.8,3.98,1.31,1-7,0.5685714285714286,3,NA,NA,4,1,News vignette,2,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Number of accepted interrogation techniques,0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,1,Text on p. 19,a.fes,5.22,NA,NA,NA,NA,110,NA,NA,110,NA,NA,1,0.144903,0.003901,0.062458,0.14593,0.004608,0.067882,220,0.57692045630981,532
10078,"Fisk, Merolla, & Ramos",2019,1,2.471,Appraisal theory,NA,NA,1,0,1,100781,0,1,France,2012,760,1,0,French adults,0,NA,44,NA,NA,53,NA,NA,NA,NA,NA,3,NA,NA,4,1,Terrorist threat,4,1,1,Al-Qaeda attack in France,1,2,NA,-99,0,NA,Neutral control,1,Support for drone strikes,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,1,Own calculations based on replication material,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.13235,0.002908,0.053926,-0.133131,0.003067,0.055381,329,0.672570420914442,535
10079,"Frink, Rose, & Canty",2004,1,0.523,Shattered assumptions,NA,NA,2,0,1,100791,0,2,US,1996,480,0,1,University students,0,NA,24.5,7.1,NA,38,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorist attack,1,1,1,1995 Oklahoma City Bombing,2,3,168,2,1,NA,NA,1,Conservation,1,NA,1,NA,3,NA,NA,NA,7,NA,NA,NA,NA,1,Table 2 on p. 98,"m, sd",NA,NA,NA,4.75,1,228,4.72,0.94,129,NA,NA,0,0.014722,0.0028,0.052915,0.014723,0.002825,0.053151,357,0.0588114185816244,549
10080,Frissen et al.,2018,1,0,NA,NA,NA,1,0,1,100801,0,3,Belgium,NA,703,2,0,Flemish youth & adolescents,0,NA,20.33,3.76,16-35,60.9,NA,NA,NA,NA,NA,4,NA,0,2,1,Terrorist news consumption,8,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Realistic threat of Muslims,0,NA,2,0.773,3,2,3,2,99,NA,NA,NA,NA,1,Table 2 on p. 246,r,-0.082,NA,703,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.082,0.001405,0.037483,-0.082185,0.001429,0.037802,703,0.58543973729161,553
10081,Gadarian,2010,1,1.805,Threat model,Evocative imagery,NA,1,0,1,100811,0,1,US,2006,1229,1,0,US adults,0,NA,48.05,15.043,NA,52.563059,NA,3.838063,NA,1-7,0.5482947142857143,3,80.309194,NA,2,1,Wave of terror threat (visuals),4,1,0,NA,1,2,NA,-99,0,0,Visual cues,1,Militarism,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,1,Mail correspondence,proportions,NA,NA,NA,0.31,NA,390,0.36,NA,424,NA,NA,0,0.061785,0.001667,0.040829,0.061863,0.001233,0.035114,814,0.421898957053011,563
10082,Garzon,2016,3,0,NA,NA,NA,1,0,1,100821,0,3,US,NA,1200,2,0,Mturkers,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,"Perceive attack as ""terrorism""",16,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Negative attitudes toward Islam,0,NA,2,0.9,3,1,3,2,99,NA,NA,NA,NA,1,Text on p. 13,r,0.11,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,0,0.11,8.14e-4,0.028531,0.110447,8.35e-4,0.028896,1200,0.968748922827943,573
10083,Gilboa,1990,1,0,NA,NA,NA,2,0,1,100831,0,2,US,1985,NA,1,0,News polls,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,2,Terrorist attack,1,1,1,TWA plane hijacking,1,1,1,0,0,NA,NA,1,Approval of president Reagan,3,1,1,NA,1,NA,NA,NA,4,Reagan,1,1,0,1,Table 1 on p. 46,proportions,NA,NA,NA,0.57,NA,508,0.62,NA,508,NA,NA,0,0.057160999999999997,0.001233,0.035114,0.057223,9.87e-4,0.031417,1016,0.445230829559737,578
10084,Giner-Sorolla & Maitner,2013,1,2.383,Threat Appraisals and Emotion,NA,NA,2,0,1,100841,0,1,UK,NA,60,0,1,University students,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,High terrorist threat,4,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Aggress/retaliate terrorists,0,NA,1,0.82,3,NA,NA,NA,8,NA,NA,NA,NA,1,Text on p. 1073,"m, sd",NA,NA,NA,2.75,1.33,30,3.59,1.19,30,NA,NA,0,0.315789,0.012835,0.113292,0.326963,0.017544,0.132454,60,0.700733351200231,579
10084,Giner-Sorolla & Maitner,2013,1,2.383,Threat Appraisals and Emotion,NA,NA,2,0,2,100842,0,1,US,NA,1072,1,0,Representative sample of US residents (TESS),1,63.6,48.78,17.08,NA,47.9,NA,NA,NA,NA,NA,4,72.9,NA,3,1,Moderate terrorist threat,4,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Aggress/retaliate terrorists,0,NA,1,NA,2,NA,NA,NA,8,NA,NA,NA,NA,2,Text on p. 1077,p-value,0.001,NA,NA,NA,NA,352,NA,NA,351,NA,NA,0,0.123586,0.001367,0.036973,0.124221,0.001427,0.037776,704,0.908421099082442,580
10085,Godefroidt & Langer,2017,5,0,NA,NA,NA,0,0,1,100851,0,3,Nigeria,2017,2019,0,1,University students,0,NA,26.24,3.33,NA,45.7,NA,NA,NA,NA,NA,4,NA,0,3,1,Self-reported terrorism exposure,6,1,1,Boko Harram attacks,1,2,NA,2,1,NA,NA,1,Nationalism,0,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,Own calculations,r,-0.103,NA,1973,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.103,4.96e-4,0.022271,-0.103367,5.08e-4,0.022539,1973,0.995718411636867,586
10085,Godefroidt & Langer,2017,5,0,NA,NA,NA,0,0,2,100852,0,3,Nigeria,2017,513,0,1,University students,0,NA,26.24,3.33,NA,26.4,NA,NA,NA,NA,NA,4,NA,100,3,1,Self-reported terrorism exposure,6,1,1,Boko Harram attacks,1,2,NA,2,1,NA,NA,1,Nationalism,0,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,17,Own calculations,r,0.118,NA,503,NA,NA,NA,NA,NA,NA,NA,NA,0,0.118,0.001937,0.044011,0.118552,0.002,0.044721,503,0.755941703754274,602
10086,Godefroidt & Van Assche,2019,5,0,NA,NA,NA,1,0,1,100861,1,1,Belgium,2019,890,0,0,Online convenience sample,0,NA,27.1295,13.726763,NA,57.1,NA,4.613971,5,0-10,0.4194519090909091,3,NA,2.7,2,1,Threat of Jihadi terrorism,4,1,0,NA,1,2,NA,-99,0,NA,NA,1,Support for immigration policies,0,NA,3,0.836,3,4,2,1,10,NA,NA,NA,NA,1,Own calculations,"m, sd",NA,NA,NA,4.16748,1.5500449999999999,205,4.165,1.575212,200,NA,NA,0,-7.94e-4,0.002469,0.049689,-7.94e-4,0.002488,0.04988,405,0.049989505568511,618
10087,"Godefroidt, Schroyens, & Langer",2018,5,0,NA,NA,NA,0,0,1,100871,0,3,Belgium,2018,2352,0,1,High school students,0,NA,16.79,0.971,NA,48.8,NA,5.23,1.94197,0-10,0.4754545454545455,3,NA,11.4,3,1,Worry about terrorism,10,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Feeling thermometer: Muslims,0,NA,2,NA,1,1,3,0,99,NA,NA,NA,NA,1,Own calculations,r,-0.044883,NA,2312,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.044883,4.31e-4,0.020761,-0.044913,4.33e-4,0.020809,2312,0.578736538126871,639
10087,"Godefroidt, Schroyens, & Langer",2018,5,0,NA,NA,NA,0,0,2,100872,0,3,Belgium,2018,1293,0,0,Flemish teachers,0,NA,42.416476,10.711696,NA,66.8,NA,4.43038,1.862739,0-10,0.4027272727272727,1,NA,0.3,3,1,Worry about terrorism,10,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Feeling thermometer: Muslims,0,NA,2,NA,1,1,3,0,99,NA,NA,NA,NA,25,Own calculations,r,0.273089,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0.273089,0.001009,0.031765,0.280199,0.001181,0.034366,850,0.999999999716341,663
10088,"De Zavala, Cislak, & Wesolowska",2010,1,1.369,NA,NA,NA,2,0,1,100881,0,3,Poland,2006,187,0,1,University students,0,NA,23,2,19-35,91.44,NA,3.41,1.31,1-7,0.48714285714285716,3,NA,NA,4,1,Fear of terrorism,11,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Anti-Arab and -Muslim hostility,0,NA,2,0.74,3,2,3,2,99,NA,NA,NA,NA,1,Table 3 on p. 532,r,0.3,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,0.004452,0.066723,0.30952,0.005435,0.073722,187,0.987736479101031,683
10089,Goodwin et al.,2017,1,4.183,NA,NA,NA,0,0,1,100891,0,3,France,2015,3666,1,0,Nationally representative survey,1,72,41.15,NA,NA,53,NA,NA,NA,NA,NA,4,NA,3.3,2,1,Psychological Distress after attacks,14,1,1,November 2015 Paris attacks,1,2,130,2,0,NA,NA,1,Social distance,0,NA,2,0.95,3,3,3,2,99,NA,NA,NA,NA,1,Figure 1 on p. 113,beta,0.1,NA,3666,NA,NA,NA,NA,NA,NA,NA,NA,0,0.148,2.61e-4,0.016155,0.149095,2.73e-4,0.016523,3666,0.999999999999196,685
10090,Goren & Neter,2016,1,0,NA,NA,NA,1,0,1,100901,0,3,Israel,NA,263,0,1,Adolescents of 2 schools,0,NA,14.73,0.5,NA,49.81,NA,NA,NA,NA,NA,4,NA,NA,4,1,Self-reported exposure to terrorism,6,1,1,Israeli-Palestinian conflict,6,2,NA,2,1,NA,NA,1,Stereotypical thinking,0,NA,2,NA,2,2,3,2,99,NA,NA,NA,NA,1,Table 2 on p. 651,r,0.26,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,0,0.26,0.003318,0.057602,0.266108,0.003846,0.062016,263,0.990316350728242,689
10091,Greenaway et al.,2014,1,1.505,Perceived control,NA,NA,1,0,1,100911,0,1,Australia,NA,87,0,1,University students,0,NA,18.68,4.04,NA,71.264,NA,NA,NA,NA,NA,NA,NA,NA,2,1,News vignette,2,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Immigration policy attitudes,0,NA,3,NA,1,4,2,1,10,NA,NA,NA,NA,1,Text on p. 427,beta,0.03,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0794,0.011482,0.107154,0.079567,0.011905,0.10911,87,0.113233494094991,692
10091,Greenaway et al.,2014,1,1.505,Perceived control,NA,NA,1,0,2,100912,0,3,UK,2007,2394,1,0,UK respondents of the ESS,0,NA,49.75,19.08,15-96,54.92899,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Perceived threat,10,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Prejudice against immigrants,0,NA,2,0.89,3,2,2,1,99,NA,NA,NA,NA,2,Text on p. 429,beta,0.1,NA,2394,NA,NA,NA,NA,NA,NA,NA,NA,1,0.148,4e-4,0.02,0.149095,4.18e-4,0.020445,2394,0.999999951409399,693
10092,Grizzard et al.,2017,1,1.308,MFT,Exemplification theory,NA,1,0,1,100921,0,3,US,2015,NA,0,1,University students,0,NA,19.94,2.87,18-50,44.444444,NA,4.72,1.61,1-9,0.5244444444444444,3,46.66666,NA,3,1,News story on a ISIS mass execution,2,1,0,NA,1,1,NA,1,0,NA,NA,1,Authority intuition,0,0,1,0.59,2,NA,NA,NA,5,NA,NA,NA,NA,1,Mail correspondence,"m, sd",NA,NA,NA,4.66,0.94,81,4.733333333333333,0.8533333333333334,234,NA,NA,0,0.036551,0.003164,0.056249,0.036567,0.003205,0.056613,315,0.0990758119937562,694
10092,Grizzard et al.,2017,1,1.308,MFT,Exemplification theory,NA,1,0,2,100922,0,3,US,2015,262,0,1,University students,0,NA,20.08,1.92,18-32,47.328244,NA,4.43,1.67,1-9,0.49222222222222217,3,45.80152671755725,NA,3,1,News story on a ISIS mass execution,2,1,0,NA,1,1,NA,1,0,NA,NA,1,Authority intuition,0,0,1,0.6,2,NA,NA,NA,5,NA,NA,NA,NA,4,Mail correspondence,"m, sd",NA,NA,NA,4.74,0.84,67,4.6866666666666665,0.8500000000000001,195,NA,NA,0,-0.027445,0.00381,0.061725,-0.027452,0.003861,0.062137,262,0.0726545094886083,697
10093,"Gross, Canetti, & Vashdi",2017,1,0,NA,NA,NA,0,0,1,100931,0,1,Israel,2015,1124,0,0,Israeli adults,0,NA,40.6,14.8,NA,50,43.7,NA,NA,NA,NA,3,NA,NA,2,1,Lethal cyberterrorist threat,2,1,0,NA,0,2,NA,1,1,NA,NA,1,Support for increased regulation of business to maintain cybersecurity,0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,1,Mail correspondence,"m, sd",NA,NA,NA,4.5,1.23,346,4.5,1.2,334,NA,NA,0,0,0.001471,0.038354,0,0.001477,0.038432,680,0.0499764041103022,702
10093,"Gross, Canetti, & Vashdi",2017,1,0,NA,NA,NA,0,0,2,100932,0,1,Israel,2016,909,0,0,Israeli adults,0,NA,39.5,13.4,NA,46.7,41.6,NA,NA,NA,NA,3,NA,NA,2,1,Lethal cyberterrorist threat,2,1,0,NA,1,2,2,0,1,NA,NA,1,Support for increased regulation of business to maintain cybersecurity,0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,5,Mail correspondence,"m, sd",NA,NA,NA,4.321,1.3416600000000001,162,4.1409,1.42793,298,NA,NA,0,-0.061409,0.002153,0.0464,-0.061486,0.002188,0.046776,460,0.260183011469561,706
10093,"Gross, Canetti, & Vashdi",2017,1,0,NA,NA,NA,0,0,3,100933,0,4,Israel,2017,522,0,0,Israeli adults,0,NA,38.72,13.36,NA,48.5,NA,3.7,1.2,1-6,0.5285714285714286,3,NA,NA,2,1,Cyberterrorist attack,1,1,1,Hypothetical ‘electronic Holocaust’ campaign against Israel,0,2,NA,-99,0,NA,NA,1,Support for increased regulation of business to maintain cybersecurity,0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,32,Mail correspondence,"m, sd",NA,NA,NA,4.26,1.22,454,4.17,1.27,454,0.63,NA,0,-0.0419430077875831,0.00110107831449329,0.0331825001242114,-0.0419676293837314,0.001104964081,0.033241,908,0.243566760243525,733
10094,Hall et al.,2009,1,1.279,Benefit finding,NA,NA,0,0,1,100941,0,3,Israel,2004,961,1,0,Israeli Jews,1,57,45.38,16.57,18-96,53,NA,NA,NA,NA,NA,4,NA,NA,2,1,Direct exposure,6,0,1,Israeli-Palestinian conflict,6,2,NA,2,1,NA,NA,1,Threat perception of PCI,0,NA,2,0.86,3,2,3,2,99,NA,NA,NA,NA,1,Table 2 on p. 1006,r,0.09,NA,961,NA,NA,NA,NA,NA,NA,NA,NA,0,0.09,0.001025,0.032016,0.090244,0.001044,0.032311,961,0.798013661746175,739
10095,Hall et al.,2018,1,2.782,Reconciliation,Evolutionary Psychology,NA,1,0,1,100951,0,3,Bosnia,2013,1007,1,0,Bosnia adults,1,63.63,50.71,16.77,18-91,56.2,NA,NA,NA,NA,NA,4,NA,NA,3,1,Never displaced (vs. Still displaced),6,0,1,1992-95 war in Bosnia,6,2,NA,2,1,NA,NA,1,Grant amnesty,0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,1,Table 4 on p. 355,b,0.939,1.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.118470846734041,0.00199822092418756,0.0447014644523818,0.119029821175864,0.001999967841,0.044721,503,0.759282195313358,751
10096,Halperin et al.,2009,1,0.701,NA,NA,NA,1,0,1,100961,0,3,Israel,2003,772,1,0,Israeli population,1,50,41.06,15.41,18-83,53.4,11.4,2.4299999999999997,NA,1-5,0.48599999999999993,2,NA,NA,2,1,Perceived threat of terror,10,1,1,Al-Aqsa intifada,1,2,NA,2,1,NA,NA,1,Exclusionist political attitudes towards PCIs,0,NA,3,0.78,3,4,3,2,10,NA,NA,NA,NA,1,Table 2 on p. 1006,beta,0.1,NA,722,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,0.001271,0.035651,0.100335,0.0013,0.036056,772,0.795042892691977,779
10097,Halperin et al.,2009,1,1.478,NA,NA,NA,1,0,1,100971,0,3,Israel,2006,847,1,0,Israeli population,1,45,46,16.05,NA,54,NA,NA,NA,NA,NA,4,NA,NA,3,1,Hatred,12,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Political intolerance,0,NA,1,0.85,3,4,3,2,10,NA,NA,NA,NA,1,Text on p. 109,r,0.46,NA,847,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.46,7.35e-4,0.027111,-0.497311,0.001185,0.034424,847,1,780
