ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique,TerrorMeasure,TerrorType
10135,"Lahav, Shahrabani, & Benion",2019,1,1.062,Emotions,NA,NA,2,0,1,101351,0,3,Israel,2014,515,1,0,Israeli adults,1,82.00636942675159,40.94,NA,NA,48.737864077669904,NA,NA,NA,NA,NA,3,NA,NA,2,1,Anger at Hamas,12,0,1,2014 Israel–Gaza conflict,1,2,2251,2,1,NA,NA,3,"""I support the government’s conduct during the operation""",0,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3,Table 2 on p. 675,r,0.08,NA,515,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08,0.001921,0.043829,0.080171,0.001953,0.044193,515,0.442672132659491,1060,Anger,Islamist
10135,"Lahav, Shahrabani, & Benion",2019,1,1.062,Emotions,NA,NA,2,0,1,101351,0,3,Israel,2014,515,1,0,Israeli adults,1,82.00636942675159,40.94,NA,NA,48.737864077669904,NA,NA,NA,NA,NA,3,NA,NA,2,2,Anger at Government,12,0,1,2014 Israel–Gaza conflict,5,2,2251,2,1,NA,NA,1,"""Iron Dome provides civilians with a feeling of security""",0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,4,Table 2 on p. 675,r,-0.06,NA,515,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.06,0.001932,0.043955,-0.060072,0.001953,0.044193,515,0.274824478420762,1061,Anger,State terror
10135,"Lahav, Shahrabani, & Benion",2019,1,1.062,Emotions,NA,NA,2,0,1,101351,0,3,Israel,2014,515,1,0,Israeli adults,1,82.00636942675159,40.94,NA,NA,48.737864077669904,NA,NA,NA,NA,NA,3,NA,NA,2,2,Anger at Government,12,0,1,2014 Israel–Gaza conflict,5,2,2251,2,1,NA,NA,2,"""Iron Dome gives me confidence to continue my daily routine""",0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,5,Table 2 on p. 675,r,-0.09,NA,515,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.09,0.001914,0.043749,-0.090244,0.001953,0.044193,515,0.533400882123647,1062,Anger,State terror
10135,"Lahav, Shahrabani, & Benion",2019,1,1.062,Emotions,NA,NA,2,0,1,101351,0,3,Israel,2014,515,1,0,Israeli adults,1,82.00636942675159,40.94,NA,NA,48.737864077669904,NA,NA,NA,NA,NA,3,NA,NA,2,2,Anger at Government,12,0,1,2014 Israel–Gaza conflict,5,2,2251,2,1,NA,NA,3,"""I support the government’s conduct during the operation""",0,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,6,Table 2 on p. 675,r,-0.29,NA,515,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.29,0.001632,0.040398,-0.298566,0.001953,0.044193,515,0.999999214305728,1063,Anger,State terror
10135,"Lahav, Shahrabani, & Benion",2019,1,1.062,Emotions,NA,NA,2,0,1,101351,0,3,Israel,2014,515,1,0,Israeli adults,1,82.00636942675159,40.94,NA,NA,48.737864077669904,NA,NA,NA,NA,NA,3,NA,NA,2,3,Threat perception,9,0,1,2014 Israel–Gaza conflict,6,2,2251,2,1,NA,NA,1,"""Iron Dome provides civilians with a feeling of security""",0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,7,Table 2 on p. 675,r,0.01,NA,515,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,0.001945,0.044102,0.01,0.001953,0.044193,515,0.0558641550758728,1064,Threat,Other
10135,"Lahav, Shahrabani, & Benion",2019,1,1.062,Emotions,NA,NA,2,0,1,101351,0,3,Israel,2014,515,1,0,Israeli adults,1,82.00636942675159,40.94,NA,NA,48.737864077669904,NA,NA,NA,NA,NA,3,NA,NA,2,3,Threat perception,9,0,1,2014 Israel–Gaza conflict,6,2,2251,2,1,NA,NA,2,"""Iron Dome gives me confidence to continue my daily routine""",0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,8,Table 2 on p. 675,r,0.02,NA,515,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,0.001944,0.044091,0.020003,0.001953,0.044193,515,0.0737869091113073,1065,Threat,Other
10135,"Lahav, Shahrabani, & Benion",2019,1,1.062,Emotions,NA,NA,2,0,1,101351,0,3,Israel,2014,515,1,0,Israeli adults,1,82.00636942675159,40.94,NA,NA,48.737864077669904,NA,NA,NA,NA,NA,3,NA,NA,2,3,Threat perception,9,0,1,2014 Israel–Gaza conflict,6,2,2251,2,1,NA,NA,3,"""I support the government’s conduct during the operation""",0,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,9,Table 2 on p. 675,r,0.03,NA,515,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03,0.001942,0.044068,0.030009,0.001953,0.044193,515,0.104323276068234,1066,Threat,Other
10136,Lambert et al.,2010,1,4.732,SIT,Threat Theories,Emotion Appraisals theory,1,0,1,101361,0,1,US,2003,136,0,1,University students,0,NA,NA,NA,NA,63.9705,NA,NA,NA,NA,NA,4,NA,NA,4,1,9/11 Video,2,1,1,9/11 Attacks,1,2,2996,2,0,0,NA,1,Bush approval index,0,NA,1,0.85,3,NA,NA,NA,4,George W. Bush,1,1,1,1,Text on p. 890,f,11.76,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,0,0.286012,0.006126,0.078269,0.294218,0.007752,0.088045,132,0.918200525965289,1067,Acts of violence,Islamist
10136,Lambert et al.,2010,1,4.732,SIT,Threat Theories,Emotion Appraisals theory,1,0,1,101361,0,1,US,2003,136,0,1,University students,0,NA,NA,NA,NA,63.9705,NA,NA,NA,NA,NA,4,NA,NA,4,1,9/11 Video,2,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,2,Pro-war index,0,NA,1,0.89,3,NA,NA,NA,8,NA,NA,NA,NA,2,Text on p. 890,f,6.07,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,0,0.209674,0.006772,0.082292,0.21283,0.007752,0.088045,132,0.679175445877841,1068,Acts of violence,Islamist
10136,Lambert et al.,2010,1,4.732,SIT,Threat Theories,Emotion Appraisals theory,1,0,1,101361,0,1,US,2003,136,0,1,University students,0,NA,NA,NA,NA,63.9705,NA,NA,NA,NA,NA,4,NA,NA,4,1,9/11 Video,2,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,3,Patriotism,0,NA,1,0.85,3,NA,NA,NA,1,NA,NA,NA,NA,3,Text on p. 890,f,4.6,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,0,0.183507,0.006955,0.083397,0.18561,0.007752,0.088045,132,0.56164160930107,1069,Acts of violence,Islamist
10136,Lambert et al.,2010,1,4.732,SIT,Threat Theories,Emotion Appraisals theory,1,0,1,101361,0,1,US,2003,136,0,1,University students,0,NA,NA,NA,NA,63.9705,NA,NA,NA,NA,NA,4,NA,NA,4,1,9/11 Video,2,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,4,Political attitudes,0,NA,1,0.92,3,NA,NA,NA,7,NA,NA,NA,NA,4,Text on p. 890,f,0.01,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,0,0.008704,0.007574,0.087029,0.008704,0.007752,0.088045,132,0.0510063361586359,1070,Acts of violence,Islamist
10136,Lambert et al.,2010,1,4.732,SIT,Threat Theories,Emotion Appraisals theory,1,0,2,101362,0,1,US,2004,48,0,1,University students,0,NA,NA,NA,NA,72.9166,NA,NA,NA,NA,NA,4,NA,NA,4,1,9/11 Video,2,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,War policy index,0,NA,1,0.92,3,NA,NA,NA,8,NA,NA,NA,NA,5,Text on p. 894,f,4.96,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,0,0.31198,0.016851,0.129811,0.322737,0.023256,0.152499,46,0.569941376563706,1071,Acts of violence,Islamist
10136,Lambert et al.,2010,1,4.732,SIT,Threat Theories,Emotion Appraisals theory,1,0,2,101362,0,1,US,2004,48,0,1,University students,0,NA,NA,NA,NA,72.9166,NA,NA,NA,NA,NA,4,NA,NA,4,1,9/11 Video,2,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,2,Liberalism index,0,NA,1,0.94,3,NA,NA,NA,6,NA,NA,NA,NA,6,Text on p. 894,f,0.01,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,0,0.014743,0.021727,0.147401,0.014744,0.023256,0.152499,46,0.0507498817041561,1072,Acts of violence,Islamist
10136,Lambert et al.,2010,1,4.732,SIT,Threat Theories,Emotion Appraisals theory,1,0,2,101362,0,1,US,2004,48,0,1,University students,0,NA,NA,NA,NA,72.9166,NA,NA,NA,NA,NA,4,NA,NA,4,1,9/11 Video,2,1,1,9/11 Attacks,1,2,2996,2,0,0,NA,3,General approval of Bush,0,NA,1,0.88,3,NA,NA,NA,4,George W. Bush,1,1,1,7,Text on p. 894,f,5.36,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,0,0.32305,0.016528,0.128561,0.335049,0.023256,0.152499,46,0.601699116334542,1073,Acts of violence,Islamist
10136,Lambert et al.,2010,1,4.732,SIT,Threat Theories,Emotion Appraisals theory,1,0,3,101363,0,1,US,2005,52,0,1,University students,0,NA,NA,NA,NA,69.23077,NA,NA,NA,NA,NA,4,NA,NA,4,1,MS terrorism manipulation,3,1,1,9/11 Attacks,1,2,2996,2,0,0,NA,1,Bush approval index,0,NA,1,0.85,3,NA,NA,NA,4,George W. Bush,1,1,1,8,Text on p. 895,f,3.91,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,0,0.269311,0.01658,0.128763,0.276121,0.021277,0.145866,50,0.479782986422062,1074,Threat,Islamist
10136,Lambert et al.,2010,1,4.732,SIT,Threat Theories,Emotion Appraisals theory,1,0,3,101363,0,1,US,2005,52,0,1,University students,0,NA,NA,NA,NA,69.23077,NA,NA,NA,NA,NA,4,NA,NA,4,1,MS terrorism manipulation,3,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,2,Pro-war index,0,NA,1,0.89,3,NA,NA,NA,8,NA,NA,NA,NA,9,Text on p. 895,f,4.42,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,0,0.284991,0.016198,0.127271,0.293106,0.021277,0.145866,50,0.526625993533529,1075,Threat,Islamist
10136,Lambert et al.,2010,1,4.732,SIT,Threat Theories,Emotion Appraisals theory,1,0,3,101363,0,1,US,2005,52,0,1,University students,0,NA,NA,NA,NA,69.23077,NA,NA,NA,NA,NA,4,NA,NA,4,1,MS terrorism manipulation,3,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,3,Patriotism,0,NA,1,0.85,3,NA,NA,NA,1,NA,NA,NA,NA,10,Text on p. 895,f,0.01,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,0,0.014141,0.01999,0.141386,0.014142,0.021277,0.145866,50,0.0507808607145431,1076,Threat,Islamist
10137,Landau et al.,2004,1,1.839,TMT,NA,NA,NA,0,1,101371,0,1,US,2004,74,0,1,Undergraduate students,0,NA,NA,NA,NA,62.16216,NA,5.8,NA,1-9 (reversed coded),0.6444444444444444,1,NA,NA,4,1,MS terrorism manipulation,3,1,1,9/11 Attacks,1,2,2996,2,0,0,NA,1,Support for President Bush,0,NA,1,0.89,3,NA,NA,NA,4,George W. Bush,1,1,1,1,Text on p. 1143,t-test,9.31,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,0,0.739084,0.00282,0.053104,0.948458,0.014085,0.11868,74,0.999999999371119,1077,Threat,Islamist
10137,Landau et al.,2004,1,1.839,TMT,NA,NA,NA,0,1,101371,0,1,US,2004,74,0,1,University students,0,NA,NA,NA,NA,62.16216,NA,5.8,NA,1-9,0.6444444444444444,1,NA,NA,4,1,MS terrorism manipulation,3,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,2,Political orientation,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,2,Text on p. 1143,f,0.01,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,0,0.011624,0.013509,0.116228,0.011625,0.014085,0.11868,74,0.0508977113512416,1078,Threat,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,1,101381,0,2,Germany,2017,818,1,0,CHS participants,0,NA,52.61,15.65,18-92,53,NA,4.83,1.91,0-10,0.4390909090909091,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,1,Attitudes towards the EU: Power,1,NA,1,NA,1,NA,NA,NA,11,NA,NA,NA,NA,1,Own calculations based on replication material,r,0.093321,NA,817,NA,NA,NA,NA,NA,NA,NA,1,0,-0.093321,0.001204,0.034699,-0.093593,0.001229,0.035057,817,0.761701672139118,1079,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,1,101381,0,2,Germany,2017,818,1,0,CHS participants,0,NA,52.61,15.65,18-92,53,NA,4.83,1.91,0-10,0.4390909090909091,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,2,Attitudes towards the EU: Federation,1,NA,1,NA,1,NA,NA,NA,11,NA,NA,NA,NA,2,Own calculations based on replication material,r,0.079903,NA,817,NA,NA,NA,NA,NA,NA,NA,1,0,-0.079903,0.00121,0.034785,-0.080074,0.001229,0.035057,817,0.627731498525171,1080,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,1,101381,0,2,Germany,2017,818,1,0,CHS participants,0,NA,52.61,15.65,18-92,53,NA,4.83,1.91,0-10,0.4390909090909091,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,3,Attitudes towards the EU: Enlargement,1,NA,1,NA,1,NA,NA,NA,11,NA,NA,NA,NA,3,Own calculations based on replication material,r,0.098101,NA,816,NA,NA,NA,NA,NA,NA,NA,1,0,-0.098101,0.001203,0.034684,-0.098418,0.00123,0.035071,816,0.801720149840739,1081,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,1,101381,0,2,Germany,2017,818,1,0,CHS participants,0,NA,52.61,15.65,18-92,53,NA,4.83,1.91,0-10,0.4390909090909091,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,4,Attitudes towards the EU: New countries,1,NA,1,NA,1,NA,NA,NA,11,NA,NA,NA,NA,4,Own calculations based on replication material,r,0.12176,NA,816,NA,NA,NA,NA,NA,NA,NA,1,0,-0.12176,0.001191,0.034511,-0.122367,0.00123,0.035071,816,0.937124040035106,1082,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,2,101382,0,2,Germany,2016,474,1,0,ESS participants,0,NA,46.27,18.3,15-94,48,NA,4.47,1.84,0-10,0.4063636363636363,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,5,Attitudes towards the EU: Unification,1,NA,1,NA,1,NA,NA,NA,11,NA,NA,NA,NA,5,Own calculations based on replication material,r,0.125639,NA,462,NA,NA,NA,NA,NA,NA,NA,1,0,-0.125639,0.002101,0.045837,-0.126307,0.002179,0.04668,462,0.772977362376068,1083,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,1,101381,0,2,Germany,2017,818,1,0,CHS participants,0,NA,52.61,15.65,18-92,53,NA,4.83,1.91,0-10,0.4390909090909091,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,6,Attitudes towards immigrants: Good,1,NA,2,NA,1,2,2,1,99,NA,NA,NA,NA,6,Own calculations based on replication material,r,0.014049,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,0,0.014049,0.001225,0.035,0.01405,0.001229,0.035057,817,0.0686015206210792,1084,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,1,101381,0,2,Germany,2017,818,1,0,CHS participants,0,NA,52.61,15.65,18-92,53,NA,4.83,1.91,0-10,0.4390909090909091,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,7,Attitudes towards immigrants: Job,1,NA,2,NA,1,2,2,1,99,NA,NA,NA,NA,7,Own calculations based on replication material,r,-0.047625,NA,817,NA,NA,NA,NA,NA,NA,NA,1,0,0.047625,0.00122,0.034928,0.047661,0.001229,0.035057,817,0.274869640920877,1085,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,1,101381,0,2,Germany,2017,818,1,0,CHS participants,0,NA,52.61,15.65,18-92,53,NA,4.83,1.91,0-10,0.4390909090909091,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,8,Attitudes towards immigrants: Cultural life,1,NA,2,NA,1,2,2,1,99,NA,NA,NA,NA,8,Own calculations based on replication material,r,0.006415,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,0,0.006415,0.001225,0.035,0.006415,0.001229,0.035057,817,0.0538303604525598,1086,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,1,101381,0,2,Germany,2017,818,1,0,CHS participants,0,NA,52.61,15.65,18-92,53,NA,4.83,1.91,0-10,0.4390909090909091,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,9,Attitudes towards immigrants: Crime,1,NA,2,NA,1,2,2,1,99,NA,NA,NA,NA,9,Own calculations based on replication material,r,-0.05272,NA,817,NA,NA,NA,NA,NA,NA,NA,1,0,0.05272,0.001219,0.034914,0.052769,0.001229,0.035057,817,0.325294281288847,1087,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,1,101381,0,2,Germany,2017,818,1,0,CHS participants,0,NA,52.61,15.65,18-92,53,NA,4.83,1.91,0-10,0.4390909090909091,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,10,Attitudes towards immigrants: Muslim culture,1,NA,2,NA,1,2,2,1,99,NA,NA,NA,NA,10,Own calculations based on replication material,r,0.070364,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,0,0.070364,0.001213,0.034828,0.070481,0.001229,0.035057,817,0.52075301702222,1088,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,1,101381,0,2,Germany,2017,818,1,0,CHS participants,0,NA,52.61,15.65,18-92,53,NA,4.83,1.91,0-10,0.4390909090909091,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,11,Attitudes towards immigrants: Welfare,1,NA,2,NA,1,2,2,1,99,NA,NA,NA,NA,11,Own calculations based on replication material,r,0.004653,NA,816,NA,NA,NA,NA,NA,NA,NA,NA,0,0.004653,0.001227,0.035029,0.004653,0.00123,0.035071,816,0.0520011134066058,1089,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,2,101382,0,2,Germany,2016,474,1,0,ESS participants,0,NA,46.27,18.3,15-94,48,NA,4.47,1.84,0-10,0.4063636363636363,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,12,Attitudes towards immigrants: Economy,1,NA,2,NA,1,2,2,1,99,NA,NA,NA,NA,12,Own calculations based on replication material,r,0.058342,NA,468,NA,NA,NA,NA,NA,NA,NA,NA,0,0.058342,0.002127,0.046119,0.058409,0.002151,0.046379,468,0.24278912113979,1090,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,1,101381,0,2,Germany,2016,818,1,0,CHS participants,0,NA,52.61,15.65,18-92,53,NA,4.83,1.91,0-10,0.4390909090909091,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,13,Attitudes towards refugees: Positive feelings,1,NA,2,NA,1,1,2,1,99,NA,NA,NA,NA,13,Own calculations based on replication material,r,-0.003984,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.003984,0.001225,0.035,-0.003984,0.001229,0.035057,817,0.0514631553906214,1091,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,2,101382,0,2,Germany,2016,474,1,0,ESS participants,0,NA,46.27,18.3,15-94,48,NA,4.47,1.84,0-10,0.4063636363636363,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,14,Attitudes towards refugees: Application,1,NA,3,NA,1,4,2,1,10,NA,NA,NA,NA,14,Own calculations based on replication material,r,0.031991,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0.031991,0.002123,0.046076,0.032002,0.002137,0.046228,471,0.106525261194897,1092,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,2,101382,0,2,Germany,2016,474,1,0,ESS participants,0,NA,46.27,18.3,15-94,48,NA,4.47,1.84,0-10,0.4063636363636363,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,15,Attitudes towards refugees: Risk,1,NA,2,NA,1,2,2,1,99,NA,NA,NA,NA,15,Own calculations based on replication material,r,0.104556,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,0,0.104556,0.00215,0.046368,0.10494,0.002208,0.046989,456,0.608621217831977,1093,Acts of violence,Islamist
10138,"Larsen, Cutts, & Goodwin",2019,1,3.066,Group-threat theory,Reactive liberals hypothesis,TMT,1,0,2,101382,0,2,Germany,2016,474,1,0,ESS participants,0,NA,46.27,18.3,15-94,48,NA,4.47,1.84,0-10,0.4063636363636363,2,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,16,Attitudes towards refugees: Family,1,NA,3,NA,1,4,2,1,10,NA,NA,NA,NA,16,Own calculations based on replication material,r,0.026085,NA,470,NA,NA,NA,NA,NA,NA,NA,NA,0,0.026085,0.002129,0.046141,0.026091,0.002141,0.046271,470,0.0871736061054713,1094,Acts of violence,Islamist
10139,Laufer & Solomon,2010,1,1,TMT,MSC,NA,0,0,1,101391,0,3,Israel,2000,2525,0,1,Israeli adolescents,0,NA,NA,NA,NA,57.8,7,7,NA,NA,NA,1,NA,NA,2,1,Objective exposure to terror,6,1,0,NA,0,2,NA,1,1,NA,All subjects,1,Ideological commitment,0,NA,1,0.89,3,NA,NA,NA,1,NA,NA,NA,NA,1,Table 2 on p. 423,r,0.35,NA,2525,NA,NA,NA,NA,NA,NA,NA,NA,0,0.35,3.05e-4,0.017464,0.365444,3.97e-4,0.019925,2525,1,1095,Reported exposure,No ideology
10139,Laufer & Solomon,2010,1,1,TMT,MSC,NA,0,0,1,101391,0,3,Israel,2000,2525,0,1,Israeli adolescents,0,NA,NA,NA,NA,57.8,7,7,NA,NA,NA,1,NA,NA,2,2,Subjective exposure to terror,11,1,0,NA,0,2,NA,1,1,NA,All subjects,1,Ideological commitment,0,NA,1,0.89,3,NA,NA,NA,1,NA,NA,NA,NA,1,Table 2 on p. 423,r,0.08,NA,2525,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08,3.91e-4,0.019774,0.080171,3.97e-4,0.019925,2525,0.980630228176575,1096,Fear,No ideology
10139,Laufer & Solomon,2010,1,1,TMT,MSC,NA,0,0,1,101391,0,3,Israel,2000,1772,0,1,Israeli adolescents,0,NA,NA,NA,NA,57.8,7,NA,NA,NA,NA,2,NA,NA,2,1,Objective exposure to terror,6,1,0,NA,0,2,NA,1,1,NA,Right wing,1,Ideological commitment,0,NA,1,0.89,3,NA,NA,NA,1,NA,NA,NA,NA,1,Table 2 on p. 423,r,0.34,NA,1772,NA,NA,NA,NA,NA,NA,NA,NA,0,0.34,4.42e-4,0.021024,0.354093,5.65e-4,0.02377,1772,1,1097,Reported exposure,No ideology
10139,Laufer & Solomon,2010,1,1,TMT,MSC,NA,0,0,1,101391,0,3,Israel,2000,1772,0,1,Israeli adolescents,0,NA,NA,NA,NA,57.8,7,NA,NA,NA,NA,2,NA,NA,2,2,Subjective exposure to terror,11,1,0,NA,0,2,NA,1,1,NA,Right wing,1,Ideological commitment,0,NA,1,0.89,3,NA,NA,NA,1,NA,NA,NA,NA,1,Table 2 on p. 423,r,0.08,NA,1772,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08,5.57e-4,0.023601,0.080171,5.65e-4,0.02377,1772,0.921153487759674,1098,Fear,No ideology
10139,Laufer & Solomon,2010,1,1,TMT,MSC,NA,0,0,1,101391,0,3,Israel,2000,569,0,1,Israeli adolescents,0,NA,NA,NA,NA,57.8,7,NA,NA,NA,NA,3,NA,NA,2,1,Objective exposure to terror,6,1,0,NA,0,2,NA,1,1,NA,Central wing,1,Ideological commitment,0,NA,1,0.89,3,NA,NA,NA,1,NA,NA,NA,NA,2,Table 2 on p. 423,r,0.25,NA,569,NA,NA,NA,NA,NA,NA,NA,NA,0,0.25,0.001547,0.039332,0.255413,0.001767,0.042036,569,0.999981178829716,1099,Reported exposure,No ideology
10139,Laufer & Solomon,2010,1,1,TMT,MSC,NA,0,0,1,101391,0,3,Israel,2000,569,0,1,Israeli adolescents,0,NA,NA,NA,NA,57.8,7,NA,NA,NA,NA,3,NA,NA,2,2,Subjective exposure to terror,11,1,0,NA,0,2,NA,1,1,NA,Central wing,1,Ideological commitment,0,NA,1,0.89,3,NA,NA,NA,1,NA,NA,NA,NA,2,Table 2 on p. 423,r,0.21,NA,569,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.001609,0.040112,0.213171,0.001767,0.042036,569,0.999082455349652,1100,Fear,No ideology
